DOI_CR,paper_id,author_full,Fold_Id
10.1111/1745-9125.12053,R8rk,"Simons, Ronald L.; Burt, Callie H.; Barr, Ashley B.; Lei, Man-Kit; Stewart, Eric",1.0
10.1016/j.obhdp.2018.06.002,P8OJ,"Dai, Hengchen",1.0
10.1016/j.obhdp.2018.09.001,DGZe,"Chaxel, Anne-Sophie; Wiggins, Catherine; Xie, Jieru",8.0
10.1016/j.obhdp.2016.07.006,W4VN,"Leroy, Sophie; Schmidt, Aaron M.",7.0
10.1016/j.obhdp.2011.11.004,P8yd,"Sitzmann, Traci; Johnson, Stefanie K.",1.0
10.1086/681231,lYpL,"Kuwabara, Ko",4.0
10.1086/677196,1Zx7,"Jung, Wooseok; King, Brayden G.; Soule, Sarah A.",2.0
10.1086/649060,1ZJD,"Andrews, Kenneth T.; Ganz, Marshall; Baggetta, Matthew; Han, Hahrie; Lim, Chaeyoon",8.0
10.1017/s0043887118000138,RBKb,"McNamee, Lachlan",5.0
10.1017/s0043887115000180,k7Nj,"Kertzer, Joshua D.; Rathbun, Brian C.",7.0
10.1017/s004388711400032,XOvb,"Gottlieb, Jessica",3.0
10.1037/hea0000175,RZDX,"Liu, Yin; Kim, Kyungmin; Almeida, David M.; Zarit, Steven H.",1.0
10.1037/hea0000140,ERKZ,"Jemmott, John B., III; Jemmott, Loretta S.; O'Leary, Ann; Ngwane, Zolani; Lewis, David A.; Bellamy, Scarlett L.; Icard, Larry D.; Carty, Craig; Heeren, G. Anita; Tyler, Joanne C.; Makiwane, Monde B.; Teitelman, Anne",8.0
10.1037/a0027634,0xv2,"Wills, Thomas A.; Bantum, Erin O'Carroll; Pokhrel, Pallav; Maddock, Jay E.; Ainette, Michael G.; Morehouse, Ellen; Fenster, Bonnie",1.0
10.1037/a0025990,mzpZ,"Euteneuer, Frank; Mills, Paul J.; Rief, Winfried; Ziegler, Michael G.; Dimsdale, Joel E.",6.0
10.1037/a0025325,pzzm,"Barker, Erin T.; Greenberg, Jan S.; Seltzer, Marsha Mailick; Almeida, David M.",6.0
10.1037/a0013425,5jkw,"Hall, Sue; French, David P.; Marteau, Theresa M.",3.0
10.1037/a0015987,ZZJk,"Burazeri, Genc; Kark, Jeremy D.",9.0
10.1257/aer.101.5.2248,LP8K,"Gorbachev, Olga",10.0
10.1093/jopart/mux040,Bk5g,"Christensen, Robert K.; Szmer, John; Stritch, Justin M.",7.0
10.1037/ccp0000223,LpNB,"Puspitasari, Ajeng J.; Kanter, Jonathan W.; Busch, Andrew M.; Leonard, Rachel; Dunsiger, Shira; Cahill, Shawn; Martell, Christopher; Koerner, Kelly",6.0
10.1037/a0029648,PXOw,"Abikoff, Howard; Gallagher, Richard; Wells, Karen C.; Murray, Desiree W.; Huang, Lei; Lu, Feihan; Petkova, Eva",8.0
10.1037/a0022837,jGGd,"Donenberg, Geri R.; Emerson, Erin; Mackesy-Amiti, Mary Ellen",1.0
10.1017/xps.2017.20,YBOp,"Butler, Daniel M.; Pereira, Miguel M.",6.0
10.1017/xps.2017.21,xYbO,"Ihme, Toni Alexander; Tausendpfund, Markus",3.0
10.1017/xps.2017.33,kNrP,"Kingsley, David C.; Muise, Daniel",6.0
10.1017/xps.2017.28,QREm,"Enos, Ryan D.; Celaya, Christopher",1.0
10.1017/xps.2017.5,pYXm,"Green, Donald P.; Zelizer, Adam",4.0
10.1017/xps.2017.15,G4mp,"Li, Xiaojun; Zeng, Ka",7.0
10.1017/xps.2017.9,bw79,"Barber, Michael; Gordon, David; Hill, Ryan; Price, Joseph",6.0
10.1017/xps.2017.16,EGmx,"Bechtel, Michael M.; Scheve, Kenneth F.",1.0
10.1017/xps.2015.6,qND2,"Allen, Barbara; Lawrence, Eric; Stevens, Daniel; Sullivan, John",5.0
10.1017/xps.2015.22,JYmy,"Ryan, Timothy J.; Wells, Matthew S.; Acree, Brice D. L.",8.0
10.1017/xps.2016.5,7929,"Dowling, Conor M.; Miller, Michael G.",6.0
10.1017/xps.2016.6,YBqp,"Sumaktoyo, Nathanael Gratias; Nickerson, David W.; Keane, Michael J.",1.0
10.1017/xps.2014.20,kNgP,"Gubler, Joshua Ronald; Halperin, Eran; Hirschberger, Gilad",1.0
10.1017/xps.2015.1,0Rdr,"Green, Donald P.; Krasno, Jonathan S.; Panagopoulos, Costas; Farrer, Benjamin; Schwam-Baird, Michael",4.0
10.1017/xps.2015.2,pYgm,"Battaglini, Marco; Mechtenberg, Lydia",2.0
10.1017/xps.2015.5,3OWZ,"Searles, Kathleen; Mattes, Kyle",4.0
10.1017/xps.2014.22,DEqr,"Nyhan, Brendan; Reifler, Jason",9.0
10.1017/xps.2014.7,zKgY,"Krupnikov, Yanna; Levine, Adam Seth",7.0
10.1017/xps.2014.4,EGdx,"Al-Ubaydli, Omar; McCabe, Kevin; Twieg, Peter",7.0
10.1017/xps.2014.5,PK7Y,"Clifford, Scott; Jerit, Jennifer",6.0
10.1017/xps.2014.18,59Rq,"Mironova, Vera; Whitt, Sam",10.0
10.1016/j.jbusres.2017.11.044,1W3Y,"Brache, Jose; Felzensztein, Christian",3.0
10.1086/653597,9rdy,"Martin, Isaac William",1.0
10.1016/j.socscimed.2017.11.021,qzZz,"Chatterjee, Chirantan; Joshi, Radhika; Sood, Neeraj; Boregowda, P.",2.0
10.1016/j.socscimed.2017.10.030,J1l2,"Hill, L.M.; Moody, J.; Gottfredson, N.C.; Kajula, L.J.; Pence, B.W.; Go, V.F.; Maman, S.",9.0
10.1016/j.socscimed.2018.05.041,74NZ,"Zajacova, Anna; Montez, Jennifer Karas",5.0
10.1016/j.socscimed.2018.03.026,9xZY,"van der Meulen Rodgers, Yana; Kassens, Alice Louise",6.0
10.1016/j.socscimed.2017.11.018,LZBG,"Richardson, Eugene T.; Kelly, J. Daniel; Sesay, Osman; Drasher, Michael D.; Desai, Ishaan K.; Frankfurter, Raphael; Farmer, Paul E.; Barrie, Mohamed Bailor",2.0
10.1016/j.socscimed.2017.04.002,keGz,"Lee, Juyeon; Kim, Myoung-Hee",1.0
10.1016/j.socscimed.2016.02.012,JK7Q,"Van Dyke, Miriam E.; Vaccarino, Viola; Quyyumi, Arshed A.; Lewis, Tené T.",7.0
10.1016/j.socscimed.2015.11.051,AqDO,"Kim, Younoh; Radoias, Vlad",1.0
10.1016/j.socscimed.2016.07.008,XeYp,"Engel, L.; Chudyk, A.M.; Ashe, M.C.; McKay, H.A.; Whitehurst, D.G.T.; Bryan, S.",5.0
10.1016/j.socscimed.2015.11.028,jeLg,"Xu, Hongwei; Li, Lydia; Zhang, Zhenmei; Liu, Jinyu",9.0
10.1016/j.socscimed.2015.11.016,PQXd,"Tomata, Yasutake; Suzuki, Yoshinori; Kawado, Miyuki; Yamada, Hiroya; Murakami, Yoshitaka; Mieno, Makiko Naka; Shibata, Yosuke; Ojima, Toshiyuki; Hashimoto, Shuji; Tsuji, Ichiro",3.0
10.1016/j.socscimed.2015.08.034,AqVY,"Bean, Christopher G.; Winefield, Helen R.; Sargent, Charli; Hutchinson, Amanda D.",10.0
10.1016/j.socscimed.2013.09.011,VQlV,"Cornwell, Benjamin; Laumann, Edward O.",2.0
10.1016/j.socscimed.2013.02.011,qVGQ,"Moen, Phyllis; Fan, Wen; Kelly, Erin L.",6.0
10.1016/j.socscimed.2012.05.038,R9a9,"Morrissey, Taryn W.",4.0
10.1016/j.socscimed.2013.09.010,wWZ7,"Okeke, Edward N.",4.0
10.1016/j.socscimed.2011.10.008,mjG7,"Youde, Jeremy",4.0
10.1016/j.socscimed.2012.01.022,4zev,"Smith Fawzi, Mary C.; Eustache, Eddy; Oswald, Catherine; Louis, Ermaze; Surkan, Pamela J.; Scanlan, Fiona; Hook, Sarah; Mancuso, Anna; Mukherjee, Joia S.",2.0
10.1016/j.socscimed.2011.12.038,qVDw,"Ariizumi, Hideki; Schirle, Tammy",1.0
10.1016/j.socscimed.2012.03.005,kjg2,"Harel-Fisch, Yossi; Abdeen, Ziad; Walsh, Sophie D.; Radwan, Qasrowi; Fogel-Grinvald, Haya",3.0
10.1016/j.socscimed.2011.10.004,ZY0a,"Paxson, Christina; Fussell, Elizabeth; Rhodes, Jean; Waters, Mary",7.0
10.1016/j.socscimed.2011.06.011,pB7j,"McLaughlin, Katie A.; Breslau, Joshua; Green, Jennifer Greif; Lakoma, Matthew D.; Sampson, Nancy A.; Zaslavsky, Alan M.; Kessler, Ronald C.",8.0
10.1016/j.socscimed.2011.09.027,R9rV,"van den Boogaard, Th. Michael; Verhaak, P.F.M.; Dyck, Richard van; Spinhoven, Philip",5.0
10.1016/j.socscimed.2011.06.015,E8zN,"Wright, Annemarie; Jorm, Anthony F.; Mackinnon, Andrew J.",9.0
10.1016/j.socscimed.2010.03.024,POdb,"Patterson, Andrew C.; Veenstra, Gerry",7.0
10.1016/j.socscimed.2010.01.031,5lxl,"Aakvik, Arild; Holmås, Tor Helge; Kamrul Islam, M.",8.0
10.1016/j.socscimed.2009.10.027,ArWN,"Allin, Sara; Grignon, Michel; Le Grand, Julian",10.0
10.1016/j.socscimed.2010.04.014,qD5b,"Mair, Christina; Diez Roux, Ana V.; Osypuk, Theresa L.; Rapp, Stephen R.; Seeman, Teresa; Watson, Karol E.",7.0
10.1016/j.socscimed.2009.03.014,OmWy,"Miller, Edward Alan; Wang, Lili",4.0
10.1016/j.socscimed.2009.08.031,a15Q,"Pickett, Kate E.; Shaw, Richard J.; Atkin, Karl; Kiernan, Kathleen E.; Wilkinson, Richard G.",2.0
10.1016/j.socscimed.2008.10.004,X5Db,"Ben-Arye, Eran; Karkabi, Khaled; Karkabi, Sonia; Keshet, Yael; Haddad, Maria; Frenkel, Moshe",1.0
10.1016/j.socscimed.2008.09.067,ervP,"Gyimah, Stephen Obeng",8.0
10.3102/0002831213507973,5vDm,"Cooper, Kristy S.",5.0
10.3102/0002831209350493,Blxd,"Seaton, Marjorie; Marsh, Herbert W.; Craven, Rhonda G.",8.0
10.1093/qje/qjx004,dNk3,"Baron, Matthew; Xiong, Wei",9.0
10.1093/qje/qjx002,aYdD,"Atkin, David; Khandelwal, Amit K.; Osman, Adam",6.0
10.1093/qje/qjt011,BlNQ,"Vogl, Tom S.",7.0
10.1162/qjec.2009.124.2.597,KymO,"Card, David; Dobkin, Carlos; Maestas, Nicole",8.0
10.1086/683836,RVW7,"Sprenger, Charles",10.0
10.1257/aer.20141406,BbNg,"Persson, Petra; Rossin-Slater, Maya",9.0
10.1037/a0015588,GY9p,"Morgenstern, Jon; Bux, Donald A., Jr.; Parsons, Jeffrey; Hagman, Brett T.; Wainberg, Milton; Irwin, Thomas",2.0
10.1037/a0015401,OX7N,"Fournier, Jay C.; DeRubeis, Robert J.; Shelton, Richard C.; Hollon, Steven D.; Amsterdam, Jay D.; Gallop, Robert",4.0
10.1177/0022002716682593,5d9x,"Jose Hierro, Maria; Gallego, Aina",5.0
10.1177/0022002717708599,3A4w,"Gibler, Douglas M.; Owsiak, Andrew P.",5.0
10.1177/0022002714535251,EZej,"Berrebi, Claude; Ostwald, Jordan",4.0
10.1177/0022002712448904,jRbQ,"Koremenos, Barbara",2.0
10.1177/0022002712445736,G0Dp,"Wallace, Geoffrey P. R.",7.0
10.1177/0022002712445746,bVO9,"Behrendt, Hadar; Ben-Ari, Rachel",6.0
10.1177/0022002712438344,W0ew,"Fuhrmann, Matthew; Berejikian, Jeffrey D.",6.0
10.1177/0022002712445741,R0ak,"Akcinaroglu, Seden",7.0
10.1177/0022002711414375,AYDj,"Kisangani, Emizet F.; Pickering, Jeffrey",4.0
10.1177/0022002708330289,rym8,"Gartzke, Erik; Jo, Dong-Joon",10.0
10.1177/0010414014548104,X0ZY,"Clayton, Amanda",5.0
10.1177/0010414011421766,7O2G,"Horne, Cynthia M.",8.0
10.1093/qje/qjw022,jmJg,"Baird, Sarah; Hicks, Joan Hamory; Kremer, Michael; Miguel, Edward",3.0
10.1093/qje/qjw003,OylL,"Pinkovskiy, Maxim; Sala-I-Martin, Xavier",3.0
10.1093/qje/qjv025,OygL,"Squicciarini, Mara P.; Voigtlaender, Nico",7.0
10.1093/qje/qjr058,9wkl,"Lee, David S.; Mas, Alexandre",2.0
10.1093/qje/qjr049,AGpr,"Ahern, Kenneth R.; Dittmar, Amy K.",4.0
10.1162/qjec.2010.125.3.1051,5vqE,"Lileeva, Alla; Trefler, Daniel",6.0
10.1162/qjec.2010.125.2.729,VLVA,"Anderson, Eric T.; Simester, Duncan I.",2.0
10.1162/qjec.2009.124.1.399,2vB7,"Ferreira, Fernando; Gyourko, Joseph",4.0
10.1086/686245,V5dV,"Jepsen, Christopher; Mueser, Peter; Troske, Kenneth",6.0
10.1086/666746,jaK4,"Bursztyn, Leonardo; Coffman, Lucas C.",6.0
10.1086/662962,w7Wp,"Aaronson, Daniel; Mazumder, Bhashkar",7.0
10.1086/652463,5zll,"Levav, Jonathan; Heitmann, Mark; Herrmann, Andreas; Iyengar, Sheena S.",1.0
10.1086/599760,q8DZ,"Gorodnichenko, Yuriy; Martinez-Vazquez, Jorge; Peter, Klara Sabirianova",7.0
10.1037/a0023738,A5Zj,"Armitage, Christopher J.; Harris, Peter R.; Arden, Madelynne A.",5.0
10.1017/s0007123413000161,Ed13,"Wittman, Donald",1.0
10.1017/s0007123412000257,KapY,"van der Veen, Robert Jan; van der Brug, Wouter",8.0
10.1257/aer.20130824,GOAw,"Kline, Patrick; Tartari, Melissa",2.0
10.1257/aer.102.2.941,7kB1,"Voors, Maarten J.; Nillesen, Eleonora E. M.; Verwimp, Philip; Bulte, Erwin H.; Lensink, Robert; Van Soest, Daan P.",9.0
10.1257/aer.99.5.2096,7k5G,"Alfaro, Laura; Charlton, Andrew",4.0
10.1111/jofi.12694,KZ2D,"Bessembinder, Hendrik; Jacobsen, Stacey; Maxwell, William; Venkataraman, Kumar",3.0
10.1111/jofi.12697,4ZGV,"Dahlquist, Magnus; Setty, Ofer; Vestman, Roine",7.0
10.1111/jofi.12722,ez9P,"Cipriani, Marco; Fostel, Ana; Houser, Daniel",5.0
10.1111/jofi.12406,2xNO,"Kelly, Bryan; Pastor, Lubos; Veronesi, Pietro",2.0
10.1111/j.1540-6261.2011.01650.x,8VXd,"Longstaff, Francis A.",5.0
10.1111/j.1540-6261.2011.01652.x,5Ebl,"Garlappi, Lorenzo; Yan, Hong",6.0
10.1177/0022002710372329,0PzZ,"Boone, Christophe; Declerck, Carolyn; Kiyonari, Toko",4.0
10.1177/0022002709355922,3AeG,"Benmelech, Efraim; Berrebi, Claude; Klor, Esteban F.",4.0
10.1177/0010414017710261,3AaY,"Vlandas, Tim",2.0
10.1177/0010414017710263,DLBj,"Barta, Zsofia; Johnston, Alison",1.0
10.1177/0010414017740603,AYQG,"Hiskey, Jonathan T.; Moseley, Mason W.",5.0
10.1177/0010414016666859,aBp3,"Tansey, Oisin; Koehler, Kevin; Schmotz, Alexander",5.0
10.1177/0010414014546331,YeQg,"Turcu, Anca; Urbatsch, R.",9.0
10.1177/0010414012453030,O01m,"Ignazi, Piero; Wellhofer, E. Spencer",2.0
10.1177/0010414011421312,yBgO,"Maeda, Ko",7.0
10.1177/0010414011422516,X0bw,"Hellwig, Timothy",4.0
10.1177/0010414011428596,xPeL,"Yadav, Vineeta",9.0
10.1177/0010414011405165,l2rw,"Jennings, Will; Bevan, Shaun; Timmermans, Arco; Breeman, Gerard; Brouard, Sylvain; Chaques-Bonafont, Laura; Green-Pedersen, Christoffer; John, Peter; Mortensen, Peter B.; Palau, Anna M.",4.0
10.1177/0010414010396461,PDXb,"Wright, Matthew",3.0
10.1177/0010414010393476,V0e5,"Duer, Andreas; Mateo, Gemma",4.0
10.1016/j.obhdp.2013.11.002,JrLy,"Hideg, Ivona; Ferris, D. Lance",4.0
10.1016/j.leaqua.2018.02.001,dNNp,"Wyatt, Madeleine; Silvester, Jo",7.0
10.1016/j.leaqua.2017.03.003,X4Yb,"Tskhay, Konstantin O.; Zhu, Rebecca; Rule, Nicholas O.",10.0
10.1016/j.leaqua.2015.12.009,bYvE,"Kalysh, Kateryna; Kulik, Carol T.; Perera, Sanjeewa",5.0
10.1016/j.leaqua.2016.01.006,2veO,"Cheong, Minyoung; Spain, Seth M.; Yammarino, Francis J.; Yun, Seokhwa",2.0
10.1016/j.leaqua.2016.01.008,Jb9L,"Rosette, Ashleigh Shelby; Koval, Christy Zhou; Ma, Anyi; Livingston, Robert",6.0
10.1016/j.leaqua.2011.07.005,r37E,"Sadri, Golnaz; Weber, Todd J.; Gentry, William A.",2.0
10.1016/j.leaqua.2011.04.009,GQvr,"Li, Wen-Dong; Arvey, Richard D.; Song, Zhaoli",9.0
10.1093/qje/qjr011,WLYr,"Lewis, Ethan",4.0
10.1162/qjec.2010.125.1.263,Oyp0,"Bertrand, Marianne; Karlan, Dean; Mullainathan, Sendhil; Shafir, Eldar; Zinman, Jonathan",3.0
10.1007/s13524-013-0214-4,pGDj,"Yeatman, Sara; Sennott, Christie; Culpepper, Steven",6.0
10.1086/689774,XWOY,"Agranov, Marina; Ortoleva, Pietro",6.0
10.1086/659655,2eLQ,"Muralidharan, Karthik; Sundararaman, Venkatesh",3.0
10.1086/652903,1geY,"Snyder, James M., Jr.; Stromberg, David",10.0
10.1257/aer.20160613,xgxj,"Antecol, Heather; Bedard, Kelly; Stearns, Jenna",10.0
10.1257/aer.20130711,5RVm,"Kessler, Judd B.",6.0
10.1093/jopart/muv022,9m4l,"Ennser-Jedenastik, Laurenz",10.0
10.1093/jopart/mus031,y4bV,"Lavertu, Stephane; Yackee, Susan Webb",7.0
10.1093/jopart/muq057,7Bl1,"James, Oliver",1.0
10.1093/jopart/mup004,JLGe,"van Witteloostuijn, Arjen; de Jong, Gjalt",4.0
10.1093/jopart/mup025,gl2O,"Oberfield, Zachary W.",2.0
10.1093/jopart/mup044,0YAZ,"Pitts, David W.; Hicklin, Alisa K.; Hawes, Daniel P.; Melton, Erin",5.0
10.1093/jopart/mun021,E1KN,"Damanpour, Fariborz; Schneider, Marguerite",9.0
10.1037/ccp0000317,WjyZ,"Alleva, Jessica M.; Diedrichs, Phillippa C.; Halliwell, Emma; Peters, Madelon L.; Dures, Emma; Stuijfzand, Bobby G.; Rumsey, Nichola",8.0
10.1111/jofi.12466,GYlw,"Bradley, Daniel; Gokkaya, Sinan; Liu, Xi",5.0
10.1111/jofi.12483,y4OG,"Faccio, Mara; Hsu, Hung-Chia",8.0
10.1177/0010414015626436,EZa3,"Hidalgo, F. Daniel; Canello, Julio; Lima-de-Oliveira, Renato",9.0
10.1177/0010414014546442,gORK,"De Ferrari, Ignazio",10.0
10.1177/0010414013495357,O0mv,"Aytac, S. Erdem",3.0
10.1177/0010414011434009,1B5E,"Canache, Damarys",8.0
10.1177/0010414010384372,qY4z,"Sheafer, Tamir; Shenhav, Shaul R.; Goldstein, Kenneth",2.0
10.1177/0010414008325576,YeRN,"Crepaz, Markus M. L.; Damron, Regan",1.0
10.1177/0010414008330595,8WA7,"Rehm, Philipp",2.0
10.1086/696225,m781,"Lagakos, David; Moll, Benjamin; Porzio, Tommaso; Qian, Nancy; Schoellman, Todd",5.0
10.1007/s11747-008-0112-2,58X3,"Wang, Fang; Zhang, Xiao-Ping (Steven); Ouyang, Ming",2.0
10.3102/0002831217732951,gYb9,"Hillman, Nicholas W.; Fryar, Alisa Hicklin; Crespin-Trujillo, Valerie",9.0
10.3102/0002831209340042,dNGp,"Heck, Ronald H.; Hallinger, Philip",4.0
10.1016/j.leaqua.2015.09.005,1DrD,"Naseer, Saima; Raja, Usman; Syed, Fauzia; Donia, Magda B. L.; Darr, Wendy",9.0
10.1016/j.leaqua.2014.01.002,GQbj,"Zhang, Yan; Huai, Ming-yun; Xie, Yun-hui",5.0
10.1016/j.leaqua.2011.02.012,evzq,"Cole, Michael S.; Bedeian, Arthur G.; Bruch, Heike",6.0
10.1093/qje/qjx014,2vG4,"Lopez-Salido, David; Stein, Jeremy C.; Zakrajsek, Egon",3.0
10.1093/qje/qjr045,X4zK,"Fryer, Roland G., Jr.",9.0
10.1162/qjec.2009.124.3.969,WLPw,"Finkelstein, Amy",9.0
10.1177/0014402917736854,9KmL,"Bottge, Brian A.; Cohen, Allan S.; Choi, Hye-Jeong",3.0
10.1007/s13524-015-0392-3,5KYx,"Behrman, Julia Andrea",6.0
10.1007/s13524-015-0380-7,rmpb,"Vitali, Agnese; Aassve, Arnstein; Lappegard, Trude",10.0
10.1007/s13524-015-0394-1,AE7N,"Penner, Andrew M.; Saperstein, Aliya",1.0
10.1007/s13524-013-0212-6,XYaQ,"Kaneshiro, Matheu",8.0
10.1007/s13524-013-0216-2,EA9j,"Kulu, Hill; Steele, Fiona",3.0
10.1007/s13524-012-0189-6,RYkL,"Raphael, Steven",10.0
10.1086/698750,q8xv,"Liang, James; Wang, Hui; Lazear, Edward P.",1.0
10.1257/aer.20101199,GOzz,"Donaldson, Dave",6.0
10.1257/aer.20141419,kgA2,"Handley, Kyle; Limao, Nuno",4.0
10.1257/aer.20130604,WaEX,"Alsan, Marcella",8.0
10.1257/aer.103.1.277,DkVR,"Aghion, Philippe; Van Reenen, John; Zingales, Luigi",4.0
10.1257/aer.101.5.1676,YKa2,"Reinhart, Carmen M.; Rogoff, Kenneth S.",10.0
10.1257/aer.100.1.557,w8g7,"Tanaka, Tomomi; Camerer, Colin F.; Nguyen, Quang",10.0
10.1257/aer.100.4.1913,WaYe,"Benjamin, Daniel J.; Choi, James J.; Strickland, A. Joshua",5.0
10.1093/jopart/muv002,k93y,"Lu, Jiahuan",6.0
10.1093/jopart/mut030,VRE1,"Sabharwal, Meghna",8.0
10.1093/jopart/muu042,q1Rg,"Kiefer, Tina; Hartley, Jean; Conway, Neil; Briner, Rob B.",7.0
10.1093/jopart/muu021,xeXN,"Nowell, Branda; Steelman, Toddi",6.0
10.1093/jopart/mut004,5E5E,"Zhan, Xueyong; Lo, Carlos Wing-Hung; Tang, Shui-Yan",9.0
10.1093/jopart/mut015,RXKL,"Lee, Pei-Ching; Chen, Chin-Mei; Chou, Chien-Heng",1.0
10.1093/jopart/muu039,m4NV,"Teodoro, Manuel P.",6.0
10.1093/jopart/mut001,OXR0,"Atkins, Danielle N.; Wilkins, Vicky M.",2.0
10.1093/jopart/mus007,B2aX,"Shrestha, Manoj K.",10.0
10.1093/jopart/mus030,1yV4,"Gade, Daniel M.; Wilkins, Vicky M.",2.0
10.1093/jopart/mur061,vDRO,"Yackee, Susan Webb",7.0
10.1093/jopart/mur037,B2jX,"Oosterwaal, Annemarije; Torenvlied, Rene",7.0
10.1093/jopart/mur010,7BE9,"Gallo, Nick; Lewis, David E.",8.0
10.1093/jopart/mur007,5E2q,"Villadsen, Anders R.",9.0
10.1093/jopart/muq004,ZXGQ,"Moynihan, Donald P.; Pandey, Sanjay K.",7.0
10.1093/jopart/mun025,r4wR,"Carroll, Deborah A.; Stater, Keely Jones",5.0
10.1111/jofi.12610,ZXgQ,"Carvalho, Daniel",4.0
10.1111/j.1540-6261.2010.01591.x,B2GK,"Bruguier, Antoine J.; Quartz, Steven R.; Bossaerts, Peter",8.0
10.1111/j.1540-6261.2010.01575.x,8VQa,"van Binsbergen, Jules H.; Koijen, Ralph S. J.",3.0
10.1111/j.1540-6261.2008.01430.x,kawG,"Babenko, Ilona",3.0
10.1177/0022002714535252,l28z,"Enders, Walter; Hoover, Gary A.; Sandler, Todd",2.0
10.1177/0022002712467937,jR7Q,"Carolina Garriga, Ana; Phillips, Brian J.",4.0
10.1177/0010414016633224,5d7w,"Fernandez-Albertos, Jose; Kuo, Alexander",5.0
10.1177/0010414013516928,qYr7,"Zakharova, Maria; Warwick, Paul V.",3.0
10.1177/0010414012472467,1B07,"Barber, Benjamin; Beramendi, Pablo; Wibbels, Erik",5.0
10.1177/0010414009331733,3Awa,"Perez-Armendariz, Clarisa; Crow, David",2.0
10.1177/0003122415589170,b2J8,"Grigoryeva, Angelina; Ruef, Martin",4.0
10.1177/000312240907400205,5XbB,"Hirsh, C. Elizabeth",6.0
10.1017/s0003055414000306,3v1d,"Hill, Daniel W., Jr.; Jones, Zachary M.",3.0
10.1017/s000712341000013x,AB1X,"Hakhverdian, Armen",8.0
10.1037/a0035535,4ZxO,"Lutz, Wolfgang; Hofmann, Stefan G.; Rubel, Julian; Boswell, James F.; Shear, M. Katherine; Gorman, Jack M.; Woods, Scott W.; Barlow, David H.",3.0
10.1177/0022002713520591,ed1Q,"Hegre, Havard; Nygard, Havard Mokleiv",6.0
10.1177/0022002710393917,0P1Z,"Tir, Jaroslav; Stinnett, Douglas M.",5.0
10.1177/0022002710381064,zV1O,"Miller, Ross A.; Elguen, Oezlem",7.0
10.1177/0022002709332206,qYkQ,"Ratner, Ely",9.0
10.1177/0022002709336458,4qvL,"Cunningham, David E.; Gleditsch, Kristian Skrede; Salehyan, Idean",1.0
10.1177/0010414015621078,EZVm,"Rosset, Jan; Giger, Nathalie; Bernauer, Julian",7.0
10.1177/0010414015626446,ByBk,"Wlezien, Christopher",1.0
10.1177/0010414015621080,G0Kb,"Adida, Claire L.; Combes, Nathan; Lo, Adeline; Verink, Alex",8.0
10.1177/0010414015592648,G0bW,"Goodman, Sara Wallace",2.0
10.1177/0010414013489081,G0mr,"Anduiza, Eva; Gallego, Aina; Munoz, Jordi",5.0
10.1177/0010414009332128,AYY1,"Kage, Rieko",5.0
10.1177/0010414010376910,p7p3,"Boerzel, Tanja A.; Hofmann, Tobias; Panke, Diana; Sprungk, Carina",7.0
10.1177/0010414009332125,bVrX,"Dettrey, Bryan J.; Schwindt-Bayer, Leslie A.",2.0
10.1177/0010414009332147,0PZl,"Powell, G. Bingham, Jr.",6.0
10.3102/0002831217726522,PxNw,"Buckley, Pamela; Moore, Brooke; Boardman, Alison G.; Arya, Diana J.; Maul, Andrew",3.0
10.3102/0002831213502516,AG9r,"Gershenson, Seth",9.0
10.3102/0002831212439434,JbNk,"Olson, Carol Booth; Kim, James S.; Scarcella, Robin; Kramer, Jason; Pearson, Matthew; van Dyk, David A.; Collins, Penny; Land, Robert E.",9.0
10.3102/0002831212462622,evQQ,"Grissom, Jason A.; Andersen, Stephanie",7.0
10.1016/j.leaqua.2017.09.002,qkQN,"Weiss, Mona; Kolbe, Michaela; Grote, Gudela; Spahn, Donat R.; Grande, Bastian",2.0
10.1016/j.leaqua.2017.03.004,WLNG,"Georgakakis, Dimitrios; Greve, Peder; Ruigrok, Winfried",3.0
10.1016/j.leaqua.2016.10.013,aY4A,"Trichas, Sawas; Schyns, Birgit; Lord, Robert; Hall, Rosalie",10.0
10.1016/j.leaqua.2011.10.001,xjg3,"Antes, Alison L.; Mumford, Michael D.",1.0
10.1016/j.leaqua.2011.04.011,r34E,"Day, David V.; Sin, Hock-Peng",6.0
10.1016/j.leaqua.2008.11.002,qkXZ,"Nemanich, Louise A.; Vera, Dusya",3.0
10.5465/amj.2015.1325,EAeP,"Piazza, Alessandro; Jourdan, Julien",6.0
10.5465/amj.2014.0849,BP9K,"Farooq, Omer; Rupp, Deborah E.; Farooq, Mariam",1.0
10.5465/amj.2015.0746,dxbl,"Berrone, Pascual; Gelabert, Liliana; Massa-Saluzzo, Federica; Rousseau, Horacio E.",9.0
10.5465/amj.2012.1039,by2J,"Chen, Guoli; Chittoor, Raveendra; Vissa, Balagopal",2.0
10.5465/amj.2012.0777,Pbew,"Pahnke, Emily Cox; Mcdonald, Rory; Wang, Dan; Hallen, Benjamin",6.0
10.5465/amj.2011.0237,8rv5,"Priesemuth, Manuela; Schminke, Marshall; Ambrose, Maureen L.; Folger, Robert",2.0
10.5465/amj.2010.0328,71gL,"Autio, Erkko; Dahlander, Linus; Frederiksen, Lars",5.0
10.5465/amj.2011.0776,QLBK,"Shepherd, Dean A.; Patzelt, Holger; Baron, Robert A.",9.0
